,playerID,yearID,teamID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,nameFirst,nameLast,bats,throws,debut,finalGame,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,era_1,era_2,era_3,era_4,era_5,era_6,era_7,era_8,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,throws_R,bats_R,AVE,OBP,Slug_Percent,OPS,debutYear,currentYear,YRSPRO,AB_chg,R_chg,H_chg,2B_chg,3B_chg,HR_chg,RBI_chg,SB_chg,CS_chg,BB_chg,SO_chg,IBB_chg,HBP_chg,SH_chg,SF_chg,GIDP_chg,AVE_chg,OBP_chg,Slug_chg,OPS_chg,KMeans_label
51342,knighjo02,1913,NYA,1,70,250,24,59,10,0,0,24.0,7.0,0.0,25,27.0,0.0,2.0,6.0,0.0,0.0,John,Knight,R,R,1905-04-14,1913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.236,0.3104693140794224,0.276,0.5864693140794224,1905,1913,8,1.6881720430107525,1.4,2.933333333333333,4.0,-1.0,0.0,1.6666666666666665,0.75,0.0,0.5625,0.0,0.0,0.0,-0.1428571428571429,0.0,0.0,0.46320000000000006,0.09165016885990451,0.3509473684210527,0.20004833201919747,2
51365,knighra01,1988,DET,1,105,299,34,65,12,2,3,33.0,1.0,1.0,20,30.0,0.0,3.0,2.0,3.0,12.0,Ray,Knight,R,R,1974-09-10,1988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.21739130434782608,0.27076923076923076,0.3010033444816054,0.5717725752508361,1974,1988,14,-0.46891651865008876,-0.26086956521739135,-0.5486111111111112,-0.5,0.0,-0.7857142857142857,-0.49230769230769234,0.0,0.0,-0.4871794871794872,-0.6666666666666667,-1.0,-0.5,0.0,2.0,-0.25,-0.15006038647343,-0.12752136752136756,-0.19302436693741032,-0.1632758953015685,0
51381,knoblch01,2002,KCA,1,80,300,41,63,9,0,6,22.0,19.0,3.0,28,32.0,1.0,4.0,2.0,2.0,5.0,Chuck,Knoblauch,R,R,1991-04-09,2002,0.0,0.0,0.0,0.0,0.0,0.1875,0.8125,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.21,0.2844311377245509,0.3,0.5844311377245509,1991,2002,11,-0.42418426103646834,-0.3787878787878788,-0.5153846153846153,-0.55,-1.0,-0.33333333333333337,-0.5,-0.5,-0.6666666666666667,-0.5172413793103448,-0.5616438356164384,0.0,-0.7142857142857143,-0.6,0.0,-0.5,-0.15838461538461535,-0.16219541115788227,-0.14590163934426226,-0.15390992009918336,1
51401,knoopbo01,1972,KCA,1,44,97,8,23,5,0,0,7.0,0.0,0.0,9,16.0,1.0,0.0,0.0,1.0,5.0,Bobby,Knoop,R,R,1964-04-13,1972,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.23711340206185566,0.29906542056074764,0.28865979381443296,0.5877252143751805,1964,1972,8,-0.39751552795031053,-0.4285714285714286,-0.303030303030303,-0.375,-1.0,-1.0,-0.36363636363636365,-1.0,0.0,-0.4,-0.5555555555555556,0.0,0.0,-1.0,-0.5,-0.16666666666666663,0.15682599187753832,0.10903426791277249,0.010309278350515427,0.05824511143276734,6
51412,knorrra01,2001,MON,1,34,91,13,20,2,0,3,10.0,0.0,0.0,8,22.0,0.0,1.0,2.0,1.0,4.0,Randy,Knorr,R,R,1991-09-05,2001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.21978021978021978,0.2871287128712871,0.34065934065934067,0.6277880535306277,1991,2001,10,0.04597701149425282,0.8571428571428572,0.17647058823529416,-0.6,0.0,2.0,0.4285714285714286,0.0,-1.0,0.6000000000000001,0.22222222222222232,-1.0,0.0,0.0,0.0,3.0,0.12475759534583064,0.17348256564786912,0.18549450549450563,0.17997028310123508,1
51556,koenima01,1936,NY1,1,42,58,7,16,4,0,1,7.0,0.0,0.0,8,4.0,0.0,1.0,1.0,0.0,0.0,Mark,Koenig,B,R,1925-09-08,1936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.27586206896551724,0.373134328358209,0.39655172413793105,0.76968605249614,1925,1936,11,-0.8535353535353536,-0.825,-0.8571428571428572,-0.6666666666666667,0.0,-0.6666666666666667,-0.8108108108108107,0.0,0.0,-0.3846153846153846,-0.7777777777777778,0.0,0.0,-0.9090909090909091,0.0,-1.0,-0.024630541871921152,0.22089552238805976,0.18071039668135858,0.19985593237999955,5
51599,kolbga01,1969,PIT,1,29,37,4,3,1,0,0,3.0,0.0,0.0,2,14.0,0.0,0.0,0.0,0.0,0.0,Gary,Kolb,L,R,1960-09-07,1969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.08108108108108109,0.1282051282051282,0.10810810810810811,0.2363132363132363,1960,1969,9,-0.6890756302521008,-0.75,-0.8846153846153846,-0.75,-1.0,-1.0,-0.5,-1.0,-1.0,-0.8181818181818181,-0.17647058823529416,-1.0,0.0,-1.0,0.0,-1.0,-0.6288981288981289,-0.5495495495495495,-0.6614509246088194,-0.6087160691677442,6
51644,kommibr01,1991,OAK,1,24,25,1,3,1,0,0,2.0,1.0,0.0,2,9.0,0.0,0.0,0.0,0.0,0.0,Brad,Komminsk,R,R,1983-08-14,1991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.12,0.18518518518518517,0.16,0.34518518518518515,1983,1991,8,-0.7524752475247525,-0.9444444444444444,-0.875,-0.75,0.0,-1.0,-0.75,0.0,-1.0,-0.8571428571428572,-0.6896551724137931,-1.0,-1.0,-1.0,0.0,-1.0,-0.495,-0.45833333333333337,-0.5632432432432433,-0.5125996733978573,0
51663,konerpa01,2014,CHA,1,81,208,15,43,8,0,5,22.0,0.0,0.0,10,51.0,0.0,4.0,0.0,2.0,7.0,Paul,Konerko,R,R,1997-09-08,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.7230046948356808,0.27699530516431925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.20673076923076922,0.2544642857142857,0.3173076923076923,0.571771978021978,1997,2014,17,-0.5546038543897216,-0.6341463414634146,-0.6228070175438596,-0.5,0.0,-0.5833333333333333,-0.5925925925925926,0.0,0.0,-0.7777777777777778,-0.31081081081081086,-1.0,0.0,0.0,-0.5,-0.41666666666666663,-0.15312921727395423,-0.1882120946538125,-0.10733317886932359,-0.14523361009315916,3
51678,koneted01,1921,BRO,1,55,197,25,53,6,5,3,23.0,3.0,3.0,19,21.0,0.0,1.0,5.0,0.0,0.0,Ed,Konetchy,R,R,1907-06-29,1921,0.8762589928057554,0.1237410071942446,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.26903553299492383,0.33640552995391704,0.39593908629441626,0.7323446162483334,1907,1921,14,-0.6036217303822937,-0.5967741935483871,-0.6535947712418301,-0.7272727272727273,-0.5833333333333333,-0.4,-0.6349206349206349,0.0,0.5,-0.4242424242424242,0.16666666666666674,0.0,0.0,-0.6875,0.0,0.0,-0.126074118310607,-0.044752211735133995,-0.08045922482091172,-0.06439432723420346,5
51679,koneted01,1921,PHI,2,72,268,38,86,17,4,8,59.0,3.0,0.0,21,17.0,0.0,4.0,4.0,0.0,0.0,Ed,Konetchy,R,R,1907-06-29,1921,0.8762589928057554,0.1237410071942446,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.3208955223880597,0.378839590443686,0.503731343283582,0.882570933727268,1907,1921,14,0.36040609137055846,0.52,0.6226415094339623,1.8333333333333335,-0.19999999999999996,1.6666666666666665,1.5652173913043477,0.0,-1.0,0.10526315789473695,-0.19047619047619047,0.0,3.0,-0.19999999999999996,0.0,0.0,0.19276260208392015,0.12613960446958705,0.2722445464982777,0.20513063678752275,5
51769,kopfla01,1923,BSN,1,39,138,15,38,3,1,0,10.0,0.0,3.0,13,6.0,0.0,0.0,6.0,0.0,0.0,Larry,Kopf,B,R,1913-09-02,1923,0.5239234449760766,0.47607655502392343,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2753623188405797,0.33774834437086093,0.3115942028985507,0.6493425472694117,1913,1923,10,-0.703862660944206,-0.7457627118644068,-0.6935483870967742,-0.5,-0.6666666666666667,-1.0,-0.7297297297297297,-1.0,-0.6666666666666667,-0.7111111111111111,-0.7272727272727273,0.0,-1.0,-0.625,0.0,0.0,0.034829359513791625,0.017218543046357615,0.04462516942967376,0.03018816021293902,5
51791,koppejo01,1965,CAL,1,23,33,3,7,1,0,1,2.0,1.0,0.0,3,10.0,1.0,0.0,0.0,0.0,1.0,Joe,Koppe,R,R,1958-08-09,1965,0.0,0.0,0.0,0.7248201438848921,0.2751798561151079,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.21212121212121213,0.2777777777777778,0.3333333333333333,0.6111111111111112,1958,1965,7,-0.7079646017699115,-0.7,-0.7586206896551724,-0.75,-1.0,0.0,-0.6666666666666667,0.0,0.0,-0.7857142857142857,-0.375,0.0,0.0,-1.0,0.0,-0.5,-0.1734587251828631,-0.17958656330749356,0.07619047619047614,-0.057388697812171485,6
51823,koscoan01,1974,CIN,1,33,37,3,7,2,0,0,5.0,0.0,0.0,7,8.0,1.0,0.0,0.0,1.0,1.0,Andy,Kosco,R,R,1965-08-13,1974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.1891891891891892,0.3111111111111111,0.24324324324324326,0.5543543543543543,1965,1974,9,-0.6864406779661016,-0.8235294117647058,-0.7878787878787878,-0.7142857142857143,0.0,-1.0,-0.7619047619047619,0.0,0.0,-0.46153846153846156,-0.6923076923076923,-0.8333333333333334,0.0,-1.0,-0.5,-0.75,-0.32350532350532346,-0.10048309178743953,-0.5716014521984671,-0.39326053161048635,6
51837,koskico01,2006,MIL,1,76,257,29,67,23,0,12,33.0,1.0,2.0,29,58.0,3.0,3.0,0.0,0.0,7.0,Corey,Koskie,L,R,1998-09-09,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2607003891050584,0.34256055363321797,0.490272373540856,0.832832927174074,1998,2006,8,-0.2740112994350282,-0.40816326530612246,-0.23863636363636365,0.1499999999999999,0.0,0.09090909090909083,-0.08333333333333337,-0.75,1.0,-0.34090909090909094,-0.3555555555555555,0.0,-0.25,0.0,-1.0,-0.30000000000000004,0.04872656526353025,0.01760635049867676,0.2308965974004471,0.13320045964843175,1
51896,kotsama01,2013,SDN,1,104,155,8,30,2,0,1,12.0,0.0,2.0,13,25.0,0.0,0.0,1.0,2.0,1.0,Mark,Kotsay,L,L,1997-07-11,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.7910526315789473,0.20894736842105263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1935483870967742,0.2529411764705882,0.22580645161290322,0.47874762808349147,1997,2013,16,0.08391608391608396,-0.11111111111111116,-0.18918918918918914,-0.75,0.0,-0.5,-0.1428571428571429,0.0,0.0,0.18181818181818188,0.7857142857142858,-1.0,-1.0,0.0,1.0,-0.5,-0.2519616390584133,-0.19471788715486193,-0.36685641998734986,-0.286245934151806,3
51918,koufasa01,1966,LAN,1,41,118,5,9,3,0,0,5.0,0.0,0.0,5,57.0,0.0,0.0,0.0,1.0,1.0,Sandy,Koufax,R,L,1955-06-24,1966,0.0,0.0,0.0,0.5853658536585366,0.4146341463414634,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.07627118644067797,0.11290322580645161,0.1016949152542373,0.21459814106068892,1955,1966,11,0.04424778761061954,0.25,-0.55,0.5,0.0,0.0,-0.2857142857142857,0.0,0.0,-0.5,0.2954545454545454,0.0,0.0,-1.0,0.0,-0.5,-0.5690677966101695,-0.5333333333333334,-0.47765793528505385,-0.5085078207678371,6
51948,koyer01,1942,PHI,2,91,258,21,63,9,3,4,26.0,0.0,0.0,14,50.0,0.0,0.0,2.0,0.0,4.0,Ernie,Koy,R,R,1938-04-19,1942,0.0,0.8321033210332104,0.16789667896678967,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.2441860465116279,0.28308823529411764,0.3488372093023256,0.6319254445964433,1938,1942,4,0.2647058823529411,-0.125,0.23529411764705888,-0.18181818181818177,0.5,1.0,-0.03703703703703709,-1.0,0.0,0.0,1.272727272727273,0.0,-1.0,0.0,0.0,0.33333333333333326,-0.023255813953488413,-0.06066176470588236,-0.011627906976744207,-0.03421246706381009,4
51961,kozmape01,2018,DET,1,27,69,7,15,4,1,1,8.0,0.0,1.0,2,15.0,0.0,0.0,1.0,1.0,2.0,Pete,Kozma,R,R,2011-05-18,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.21739130434782608,0.2361111111111111,0.34782608695652173,0.5839371980676329,2011,2018,7,0.9166666666666667,0.75,2.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.16666666666666663,0.0,-1.0,0.0,0.0,0.0,0.9565217391304348,0.18055555555555536,0.7888198757763973,0.48040416411512554,3
52022,kraneed01,1979,NYN,1,82,155,7,36,5,0,2,17.0,0.0,1.0,13,18.0,2.0,1.0,0.0,5.0,6.0,Ed,Kranepool,L,L,1962-09-22,1979,0.0,0.0,0.0,0.0,0.8616216216216216,0.13837837837837838,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23225806451612904,0.28735632183908044,0.3032258064516129,0.5905821282906933,1962,1979,17,0.9135802469135803,0.0,1.1176470588235294,1.5,0.0,-0.33333333333333337,-0.10526315789473684,0.0,0.0,0.625,0.5,0.0,0.0,0.0,0.6666666666666667,0.5,0.10664136622390896,0.02785145888594176,-0.12281105990783403,-0.05544476169558532,6
52099,kreevmi01,1945,SLA,1,84,295,34,70,11,1,2,21.0,4.0,1.0,37,27.0,0.0,0.0,7.0,0.0,7.0,Mike,Kreevich,R,R,1931-09-07,1945,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.23728813559322035,0.32228915662650603,0.3016949152542373,0.6239840718807433,1931,1945,14,-0.2661691542288557,-0.38181818181818183,-0.42148760330578516,-0.2666666666666667,-0.8333333333333334,-0.6,-0.5227272727272727,0.33333333333333326,-0.6666666666666667,0.37037037037037046,0.125,0.0,-1.0,-0.30000000000000004,0.0,-0.41666666666666663,-0.21165429331839192,-0.07395582329317274,-0.25594260164292393,-0.17188629704257008,4
52100,kreevmi01,1945,WS1,2,45,158,22,44,8,2,1,23.0,7.0,5.0,21,9.0,0.0,0.0,2.0,0.0,3.0,Mike,Kreevich,R,R,1931-09-07,1945,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.27848101265822783,0.36312849162011174,0.37341772151898733,0.7365462131390991,1931,1945,14,-0.46440677966101696,-0.3529411764705882,-0.37142857142857144,-0.2727272727272727,1.0,-0.5,0.09523809523809534,0.75,4.0,-0.43243243243243246,-0.6666666666666667,0.0,0.0,-0.7142857142857143,0.0,-0.5714285714285714,0.17359855334538876,0.12671644128857107,0.23773289716967705,0.18039265156093398,4
52129,krencwa01,1986,MON,1,101,221,21,53,6,2,2,23.0,2.0,4.0,22,32.0,3.0,0.0,2.0,2.0,2.0,Wayne,Krenchicki,L,R,1979-06-15,1986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2398190045248869,0.30612244897959184,0.31221719457013575,0.6183396435497276,1979,1986,7,0.277456647398844,0.3125,0.12765957446808507,-0.33333333333333337,0.0,-0.5,-0.07999999999999996,0.0,0.0,-0.2142857142857143,0.6000000000000001,-0.25,0.0,0.0,0.0,-0.33333333333333337,-0.11726196206796946,-0.17142857142857137,-0.20568272557891942,-0.18908585302577086,0
52164,kretllo01,1956,KC1,1,25,33,1,2,0,0,0,0.0,0.0,0.0,4,19.0,0.0,0.0,4.0,0.0,0.0,Lou,Kretlow,R,R,1946-09-26,1956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.06060606060606061,0.16216216216216217,0.06060606060606061,0.22276822276822278,1946,1956,10,-0.3529411764705882,0.0,-0.75,0.0,0.0,0.0,-1.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.6136363636363636,-0.3014553014553014,-0.6136363636363636,-0.4273392941259728,4
52278,krueger01,1925,CIN,1,37,88,7,27,4,0,1,7.0,1.0,2.0,6,8.0,0.0,0.0,2.0,0.0,0.0,Ernie,Krueger,R,R,1913-08-04,1925,0.47796610169491527,0.5220338983050847,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.3068181818181818,0.35106382978723405,0.38636363636363635,0.7374274661508704,1913,1925,12,-0.4601226993865031,-0.6111111111111112,-0.37209302325581395,-0.6363636363636364,-1.0,-0.6666666666666667,-0.65,-0.5,0.0,-0.5714285714285714,-0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.16305496828752664,0.09014557670772683,-0.1129961587708066,-0.026648374694905108,5
52285,kruegot01,1905,PHI,1,46,114,10,21,1,1,0,12.0,1.0,0.0,13,9.0,0.0,1.0,4.0,0.0,0.0,Otto,Krueger,R,R,1899-09-16,1905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.18421052631578946,0.2734375,0.21052631578947367,0.4839638157894737,1899,1905,6,-0.5746268656716418,-0.7058823529411764,-0.5961538461538461,-0.8333333333333334,-0.5,-1.0,-0.5384615384615384,-0.875,0.0,-0.5517241379310345,-0.71875,0.0,-0.75,-0.5555555555555556,0.0,0.0,-0.0506072874493928,-0.03170955882352944,-0.13198380566801626,-0.07804007339460961,2
52309,krukjo01,1995,CHA,1,45,159,13,49,7,0,2,23.0,0.0,1.0,26,33.0,0.0,0.0,0.0,3.0,5.0,John,Kruk,L,L,1986-04-07,1995,0.0,0.0,0.0,0.0,0.0,0.775,0.225,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3081761006289308,0.39893617021276595,0.389937106918239,0.788873277131005,1986,1995,9,-0.3764705882352941,-0.6285714285714286,-0.36363636363636365,-0.5882352941176471,0.0,-0.6,-0.39473684210526316,-1.0,0.0,-0.38095238095238093,-0.3529411764705882,-1.0,0.0,0.0,-0.25,-0.4444444444444444,0.020583190394511064,0.009073842302878665,-0.08776181409035821,-0.04123304325632127,1
52331,kryhodi01,1955,KC1,1,28,47,2,10,2,0,0,2.0,0.0,1.0,6,7.0,0.0,0.0,0.0,0.0,0.0,Dick,Kryhoski,L,L,1949-04-19,1955,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2127659574468085,0.3018867924528302,0.2553191489361702,0.5572059413890004,1949,1955,6,-0.8433333333333333,-0.9375,-0.8717948717948718,-0.8461538461538461,-1.0,-1.0,-0.9411764705882353,0.0,0.0,-0.6842105263157895,-0.7083333333333333,0.0,-1.0,-1.0,-1.0,-1.0,-0.1816693944353519,-0.008957499523537304,-0.21841076856274433,-0.11734233492400425,4
52342,kubekto01,1965,NYA,1,109,339,26,74,5,3,5,35.0,1.0,3.0,20,48.0,0.0,0.0,6.0,5.0,7.0,Tony,Kubek,L,R,1957-04-20,1965,0.0,0.0,0.0,0.6794871794871795,0.32051282051282054,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2182890855457227,0.25824175824175827,0.2949852507374631,0.5532270089792214,1957,1965,8,-0.18313253012048192,-0.4347826086956522,-0.2210526315789474,-0.6875,0.0,-0.375,0.12903225806451624,-0.75,2.0,-0.23076923076923073,-0.12727272727272732,-1.0,-1.0,0.5,4.0,0.16666666666666674,-0.04642136314236911,-0.062286074581156536,-0.1317809996025021,-0.10066918849278939,6
52353,kubelja01,2014,MIN,1,45,156,12,35,6,1,1,13.0,1.0,0.0,19,59.0,1.0,1.0,0.0,0.0,1.0,Jason,Kubel,L,R,2004-08-31,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.4970817120622568,0.5029182879377432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.22435897435897437,0.3125,0.2948717948717949,0.6073717948717949,2004,2014,10,-0.3526970954356846,-0.4285714285714286,-0.339622641509434,-0.25,0.0,-0.8,-0.59375,0.0,-1.0,-0.20833333333333337,-0.2804878048780488,-0.6666666666666667,0.0,0.0,-1.0,-0.8333333333333334,0.020198355104015464,0.08360389610389607,-0.08892176199868507,-0.007628852941233832,3
52368,kubiate01,1976,SDN,1,96,212,16,50,5,2,0,26.0,0.0,3.0,25,28.0,2.0,0.0,5.0,2.0,9.0,Ted,Kubiak,B,R,1967-04-14,1976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2358490566037736,0.3138075313807531,0.2783018867924528,0.592109418173206,1967,1976,9,0.08163265306122458,0.23076923076923084,0.13636363636363646,0.0,0.0,0.0,0.8571428571428572,-1.0,2.0,0.04166666666666674,0.5555555555555556,-0.6,0.0,1.5,1.0,0.8,0.05060034305317318,0.019874476987447487,0.1132075471698113,0.06171343948298991,6
52392,kucksjo01,1960,KC1,1,31,30,4,4,0,0,0,1.0,0.0,0.0,1,9.0,0.0,0.0,3.0,0.0,0.0,Johnny,Kucks,R,R,1955-04-17,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.13333333333333333,0.16129032258064516,0.13333333333333333,0.2946236559139785,1955,1960,5,-0.36170212765957444,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666667,-0.5909090909090908,0.0,0.0,0.0,0.0,-1.0,0.5666666666666667,0.1520737327188939,0.2533333333333334,0.19579549464222712,4
52424,kuennha01,1966,PHI,2,86,159,15,47,9,0,0,15.0,0.0,0.0,10,16.0,1.0,0.0,5.0,2.0,5.0,Harvey,Kuenn,R,R,1952-09-06,1966,0.0,0.0,0.0,0.7824406405300939,0.21755935946990612,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.29559748427672955,0.3333333333333333,0.3522012578616352,0.6855345911949685,1952,1966,14,1.694915254237288,2.75,2.357142857142857,0.0,0.0,0.0,1.5,-1.0,-1.0,0.0,4.333333333333333,0.0,-1.0,1.5,1.0,4.0,0.24573225516621733,-0.053333333333333344,0.4842767295597483,0.16310425375282422,6
52482,kunkeje01,1992,CHN,1,20,29,0,4,2,0,0,1.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,1.0,Jeff,Kunkel,R,R,1984-07-23,1992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.13793103448275862,0.13793103448275862,0.20689655172413793,0.3448275862068966,1984,1992,8,-0.855,-1.0,-0.8823529411764706,-0.8181818181818181,-1.0,-1.0,-0.9411764705882353,-1.0,-1.0,-1.0,-0.8787878787878788,0.0,-1.0,-1.0,0.0,-0.8571428571428572,-0.18864097363083177,-0.3749082905355833,-0.26108374384236466,-0.3112502263496908,0
52531,kusiccr01,1979,MIN,1,24,54,8,13,4,0,3,6.0,0.0,0.0,3,11.0,0.0,0.0,0.0,0.0,1.0,Craig,Kusick,R,R,1973-09-08,1979,0.0,0.0,0.0,0.0,0.5020746887966805,0.4979253112033195,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.24074074074074073,0.2807017543859649,0.48148148148148145,0.7621832358674463,1973,1979,6,-0.7172774869109948,-0.6521739130434783,-0.6060606060606061,0.33333333333333326,-1.0,-0.25,-0.7,-1.0,-1.0,-0.9189189189189189,-0.7105263157894737,-1.0,-1.0,0.0,-1.0,-0.875,0.39337822671156,-0.07882382011366451,0.7685185185185184,0.3210048115359645,0
52532,kusiccr01,1979,TOR,2,24,54,3,11,1,0,2,7.0,0.0,0.0,7,7.0,0.0,1.0,0.0,1.0,2.0,Craig,Kusick,R,R,1973-09-08,1979,0.0,0.0,0.0,0.0,0.5020746887966805,0.4979253112033195,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.2037037037037037,0.30158730158730157,0.3333333333333333,0.6349206349206349,1973,1979,6,0.0,-0.625,-0.15384615384615385,-0.75,0.0,-0.33333333333333337,0.16666666666666674,0.0,0.0,1.3333333333333335,-0.36363636363636365,0.0,0.0,0.0,0.0,1.0,-0.15384615384615385,0.07440476190476186,-0.3076923076923077,-0.16697113628059912,0
52603,laboyco01,1973,MON,1,22,33,2,4,1,0,1,2.0,0.0,0.0,5,8.0,1.0,0.0,1.0,0.0,0.0,Coco,Laboy,R,R,1969-04-08,1973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.12121212121212122,0.23684210526315788,0.24242424242424243,0.4792663476874003,1969,1973,4,-0.5217391304347826,-0.6666666666666667,-0.7777777777777778,-0.5,0.0,-0.6666666666666667,-0.8571428571428572,0.0,0.0,-0.5,-0.5,-0.6666666666666667,0.0,0.0,-1.0,0.0,-0.5353535353535352,-0.32330827067669177,-0.4231974921630094,-0.37781038588089144,6
