,y_true,lrpreds,ridgepreds,lassopreds,enetpreds,rfpreds,playerID,nameFirst,nameLast
4048,2,3.822685610477611,5.229770713717682,5.320687332152488,3.542209780446643,1.56,bandosa01,Sal,Bando
4080,4,5.319617283445099,8.6368047045646,10.482692104557284,10.639341792192868,5.98,banksbr01,Brian,Banks
4099,3,3.523636245353479,6.58912317729144,5.9752178658778945,3.45729254791595,1.82,bankser01,Ernie,Banks
4137,1,-1.9075070627929267,3.374074353844745,3.0527098871463996,3.9717674038439306,0.6,bannial01,Alan,Bannister
4187,11,10.995814320835018,22.856583457455862,23.043774773832457,16.299504832135682,7.92,barajro01,Rod,Barajas
4199,0,2.3976196214110157,5.152246818512535,4.319979111645584,6.241975988232653,0.85,barbawa01,Walter,Barbare
4260,0,-1.5999976365815518,0.8212209713005967,0.7002522540239413,0.9544909576359535,0.12,barclge01,George,Barclay
4281,2,3.452878583826397,5.141125772333203,5.171427817354772,4.762273321001159,1.81,bardjo01,Josh,Bard
4300,2,2.672868389357887,5.596896633852309,4.609689570623774,3.2810830351335296,1.28,barfije01,Jesse,Barfield
4389,3,3.566320506443633,8.937132283754071,8.427750425401083,9.346509762409807,3.83,barmecl01,Clint,Barmes
4425,6,5.180529991962015,14.932122338126298,14.998140835061545,12.111810078033262,4.46,barneda01,Darwin,Barney
4502,1,2.434745612327245,3.009138040628348,2.820571932662941,4.195653226011624,1.23,barnesk01,Skeeter,Barnes
4524,4,4.346338000168268,9.347168175013199,8.979766088559355,7.8759864272634506,2.82,barnhcl01,Clyde,Barnhart
4628,0,-2.7876245935490447,-0.6891546995314712,0.3114298305499057,2.645756207585385,0.43,barrejo01,Johnny,Barrett
4629,0,-1.092064875944074,0.30765000620437544,0.5553663311837091,1.6357629198172399,0.19,barrejo01,Johnny,Barrett
4725,0,-3.8580367695135176,-0.21834586953184587,0.22025506580500842,0.8017806965932186,0.17,barryja01,Jack,Barry
4745,0,-2.7891630559429936,0.06562237171517804,0.1766938581455202,0.3724200564625395,0.09,barrysh01,Shad,Barry
4746,0,-2.756370645821091,1.5257892628375886,2.491949616219446,1.8200855352374168,0.41,barrysh01,Shad,Barry
4803,0,-3.2843497569811526,1.6147153434373829,1.3191831978372868,3.3682702860164944,0.24,bartobo01,Bob,Barton
4816,0,-2.7073118015006745,0.9628272100162141,0.46417367714100255,1.2315632050206764,0.12,bartoda02,Daric,Barton
4884,5,5.482809973280148,13.548899213872328,13.54719171869236,12.849841646227238,4.47,basske01,Kevin,Bass
4893,0,-1.52652923087941,2.657843943426861,4.8106345196204225,5.682281655599567,0.54,bassljo01,Johnny,Bassler
4945,3,3.615618210831467,10.559344665256239,9.233920912967838,7.724523685319802,2.61,batemjo01,John,Bateman
4971,1,0.830659784660968,-1.5517772705149193,4.032671901292325,8.129160109197224,1.28,batesjo02,Johnny,Bates
4973,2,1.0408272617542995,2.959892873962743,4.625305301132453,5.502510019358599,1.92,batesjo02,Johnny,Bates
5020,2,2.0015646254587853,5.554841244640031,5.801939706869781,6.643661657036951,2.46,batisto01,Tony,Batista
5035,0,-0.3425325057162719,0.8614972077936676,1.1752301672662506,2.91705466230231,0.47,batteea01,Earl,Battey
5083,3,4.172007681299279,8.724346944179832,8.076055074908844,6.356256496306656,2.78,bauerha01,Hank,Bauer
5131,0,-1.8498032625498233,0.3699374504294317,0.3848066585479648,1.8692175940468463,0.21,baumapa01,Paddy,Baumann
5185,11,12.17231052626312,28.836888663406256,26.813008942347285,29.06201232742072,10.07,bautida01,Danny,Bautista
5226,9,13.242223695237403,17.538368054912404,20.634284353093445,20.753511636988655,11.29,bautijo02,Jose,Bautista
5227,2,4.723439214814448,3.8936736353596055,3.304096613919156,6.9886709291331774,2.23,bautijo02,Jose,Bautista
5262,11,10.738205899407847,21.44250695415063,21.974971769571244,13.333052651082863,7.61,bayja01,Jason,Bay
5286,7,7.980090552017961,20.085387639714718,18.16475616299489,13.988656613266102,6.17,baylodo01,Don,Baylor
5377,0,-2.111639813359694,0.6049672301815283,-0.3889191092354016,0.44961132901825795,0.28,beardge01,Gene,Bearden
5438,0,-1.0302595399389376,2.045006242901991,2.1307822308622226,4.926723385929303,0.54,beaucji01,Jim,Beauchamp
5450,2,0.21010696938483342,2.744472929981476,5.980002959406612,5.54934570133682,1.04,beaumgi01,Ginger,Beaumont
5500,0,0.8431853461112302,0.6460653371875127,1.4577197077418687,2.854743340950556,0.35,beckcl01,Clyde,Beck
5510,11,7.574949120952498,26.38594030729947,25.35384462660502,11.631861513501285,7.78,beckebe01,Beals,Becker
5550,0,0.07912516602654299,0.9606787080214074,0.570835779733943,1.608448927101195,0.18,beckejo02,Josh,Beckett
5565,7,9.054061325217736,16.133804944680804,17.205110840275328,18.283396053909783,6.4,beckeri01,Rich,Becker
5566,1,-0.5222968181428336,2.8651796663294595,1.698764155084599,4.353462439652164,1.58,beckeri01,Rich,Becker
5576,5,5.885338938463972,9.027002786376052,10.7558077226693,8.878926647966795,1.52,beckfr02,Fred,Beck
5617,0,-1.8971655757438959,0.2094564745702625,0.015812741005277964,1.014339094089455,0.24,becklja01,Jake,Beckley
5710,0,-0.8230514413787489,0.03750068521978189,0.13738396655671803,1.3629748141088882,0.06,beebefr01,Fred,Beebe
5807,0,-3.827052261131381,0.7593037352857044,0.5899669340121179,2.0515223410018617,0.14,belanma01,Mark,Belanger
5899,0,0.14488893020058258,-0.5804090317580242,0.6917821835633591,2.3954772178308508,0.88,bellbe01,Beau,Bell
5921,0,-1.9664396967138627,0.5105548736380845,0.2927223673862587,1.6208744428580522,0.11,bellbu01,Buddy,Bell
5941,4,6.521933225920158,10.817837947234015,12.240541798652451,11.796521383105297,5.95,bellda01,David,Bell
5942,6,5.353928224189048,16.157220164560243,16.239284063392518,14.815675622136013,6.07,bellda01,David,Bell
5953,5,5.32636605760028,11.610886448062228,10.74498669683342,6.967906004511921,3.34,bellde01,Derek,Bell
5965,23,24.005088200528867,55.807455710667256,54.85797224213056,51.87606740391252,23.88,belleal01,Albert,Belle
6005,13,14.366955099274612,31.33916853993633,29.144232517686536,23.118656941887753,11.32,bellge02,George,Bell
6090,2,3.1434697496583643,4.196141364787992,6.236329867578137,8.031665771996185,2.93,belliro01,Ronnie,Belliard
6108,0,-2.6250755328961346,2.875176063765891,0.68706286587802,3.3811067426913577,0.42,bellja01,Jay,Bell
6141,4,4.827472728068288,10.934204090425148,10.506826187764187,10.437093757001069,3.88,bellle01,Les,Bell
6201,15,16.27242368885675,33.802768179476374,36.80408521874933,35.69995825776636,15.85,beltrad01,Adrian,Beltre
6224,14,13.394636112667206,30.8970929181273,31.71610325421646,28.174900344681703,13.34,beltrca01,Carlos,Beltran
6250,1,1.1605914532415693,2.7757238392918593,2.5120521410137817,3.314842533253162,0.28,bemisha01,Harry,Bemis
6259,0,-0.6819858219810373,0.012418381444503801,0.49646242777440275,1.9387308311439204,0.37,benarma01,Marvin,Benard
6280,12,13.200423595617572,31.736801738437222,30.466429914224552,20.268059628210807,12.8,benchjo01,Johnny,Bench
6309,1,-1.4102005157614705,8.36081262439087,6.739845378093609,2.8913953108730523,0.29,benedbr01,Bruce,Benedict
6357,0,-0.6064430535947387,2.000463419954766,2.129084928472124,3.9030658761987067,0.32,bengobe01,Benny,Bengough
6378,1,-1.1983135333226946,3.3526407766111452,3.0389668570837403,4.663557163198882,1.19,beniqju01,Juan,Beniquez
6413,0,-1.1080089657549275,-0.4533409088535558,-0.11539346658405858,2.1176863970691047,0.45,benjami01,Mike,Benjamin
6563,0,-1.8179867407499006,-0.2796273242623011,-0.42200256101859424,0.9395181330290416,0.09,bentola01,Larry,Benton
6580,0,-2.1764591371477215,0.015945849179536786,0.07461332257760045,0.9439259471398769,0.05,bentoru01,Rube,Benton
6614,0,-5.2494891832406925,0.26342954356526516,1.117399642755342,0.018049110257723378,0.09,berarjo01,Johnny,Berardino
6623,5,6.073047372421389,17.719586280148192,12.406954048539205,9.000708944817905,2.52,berbelo01,Lou,Berberet
6673,3,4.074748146940783,9.887789656115107,8.459579637768208,7.853212278030599,2.79,bergda01,Dave,Berg
6684,0,0.13024651533242393,1.0457538881436923,1.4613108766554683,2.1142425520449963,0.05,bergebi01,Bill,Bergen
6690,0,-2.2140888070780433,0.8056231264171929,0.687111817924726,3.2305641813242274,0.2,bergebo01,Boze,Berger
6733,1,0.6062260982787651,3.130309535391614,2.7178629321675487,5.348100389875279,0.7,bergewa01,Wally,Berger
6766,1,-1.3480407466520965,6.509641689282069,5.29163970273671,4.124368736039212,0.37,bergmda01,Dave,Bergman
6822,6,7.900216206492081,13.06537916478868,15.730537680059491,15.319829902421677,5.84,berkmla01,Lance,Berkman
6842,0,-1.4248240068067761,-0.5993759475644262,-0.2917030271247709,1.7728965745277563,0.17,bernaro01,Roger,Bernadina
6930,0,-3.1922694093882282,-0.21666873837113076,-0.39883629469839565,0.2966749437191947,0.02,berrera01,Ray,Berres
6942,0,-1.076961522663115,-0.12731202702067979,-0.3440240747668559,0.36228317069077054,0.12,berroan01,Angel,Berroa
6956,0,-2.365796192083403,0.12851760012442792,0.42311125576700803,3.1861924943767805,0.3,berroge01,Geronimo,Berroa
6987,3,4.605040328543062,8.961990197516009,8.9836089645869,9.885436813821345,3.34,berryda01,Damon,Berryhill
7009,0,-3.0114927796723765,-0.6637700943430582,-0.4114919994061941,1.0611418971295903,0.11,berryke01,Ken,Berry
7034,1,1.769147937485031,1.8651008474943458,2.09633455566508,1.9833660280730223,0.75,berryse01,Sean,Berry
7085,0,-4.435721777092123,1.5048560330046827,0.484455877293561,4.588343544818297,0.29,beschbo01,Bob,Bescher
7131,13,12.821621806074125,26.478854656679722,25.89882566722871,19.26678543258598,10.29,betanyu01,Yuniesky,Betancourt
7175,0,-3.984731303944546,-0.030835661021002103,-0.4127508499568924,0.08250668778209391,0.0,bettshu01,Huck,Betts
7202,3,4.306569294880298,8.947799746048975,8.790830576759049,9.116178408722867,3.14,bevacku01,Kurt,Bevacqua
7267,12,11.48361503716539,32.14995677683281,30.503513495000092,25.689012327658347,12.48,bicheda01,Dante,Bichette
7339,2,3.5307403287086303,2.0992040910915533,3.0036315799918434,2.9928071328546135,0.97,bigbeca01,Carson,Bigbee
7369,10,9.821546683279408,24.860956371440736,23.617425228029866,25.827181480723244,11.84,biggicr01,Craig,Biggio
7387,0,0.6828503145921703,5.372844869550394,4.877313703469226,6.508032258683391,0.99,biittla01,Larry,Biittner
7413,8,12.110510396890062,22.824820207715,23.244747254881812,18.980393177475214,11.88,bilkost01,Steve,Bilko
7560,1,-2.1127770778003545,3.5681783672490264,1.8790205503332453,3.277440696013698,0.52,bishoma01,Max,Bishop
7569,1,1.365950917442351,5.652851327991121,4.542436814876492,4.219256669933028,1.23,bissode01,Del,Bissonette
7716,3,4.3436834977285885,7.632256377318185,8.87237788673789,9.30677241882259,2.88,bladera01,Ray,Blades
7730,0,0.08678479623731261,1.3375258911722758,-0.14416775309350083,0.44704599776487175,0.06,blaehge01,George,Blaeholder
7768,2,1.5132021667190447,3.6571082562110577,4.843755804080793,6.1390235310536205,1.14,blairwa01,Walter,Blair
7797,4,4.982124529321926,8.679511420376258,10.716554849436108,12.843686422472885,5.64,blakeca01,Casey,Blake
7833,1,0.2063980988757742,2.7079660310578744,3.1630347899030617,4.376486265494038,0.98,blaloha01,Hank,Blalock
7845,3,3.4214781615609753,7.365805848657216,7.0832769776659745,5.776459618506485,2.78,blancan01,Andres,Blanco
7861,2,2.9225339517441165,5.383186521247604,5.613234101971624,7.789834637996168,2.72,blancgr01,Gregor,Blanco
7877,3,5.0655664318399864,6.169538666883681,7.047510525272654,4.132833425293946,1.68,blanche01,Henry,Blanco
7886,2,1.6485245838411944,6.8922747280780206,5.34382839839577,3.829597909921333,1.1,blancjo01,Johnny,Blanchard
7927,2,0.4889437243259823,6.475905646357048,5.706061912876723,4.441162380786906,0.81,blankla01,Larvell,Blanks
7933,2,3.384704720149408,2.006664442664147,-1.4005176833879576,11.010650713771458,2.23,blankla02,Lance,Blankenship
7987,1,-0.4399518734913405,4.691423404561898,4.848972958635222,3.6777563103874242,0.75,blasido01,Don,Blasingame
8034,9,9.19217654847335,20.27009897823797,19.22206376140161,13.680866632035816,7.69,blausje01,Jeff,Blauser
8060,3,2.671305768316583,9.46771596214045,7.035789729707779,4.887043669757679,1.71,blefacu01,Curt,Blefary
8099,0,0.1842028410584602,-0.7458075530295494,1.2173093064924947,3.351603270776048,0.34,blockbr01,Bruno,Block
8114,5,6.624992516382823,13.437822455106023,11.870384131602279,7.519969022909041,3.52,blombro01,Ron,Blomberg
8130,0,-2.9005291563736124,-0.6226637930684484,-0.5803071289456119,0.2239322559622492,0.09,bloodji01,Jimmy,Bloodworth
8147,0,-2.1670544392854763,0.8605280282139693,0.13743665880284883,1.0545876018374232,0.3,bloomwi01,Willie,Bloomquist
8216,1,1.5256106420683182,2.7738693083148567,2.175526252531463,1.1865590706255151,0.39,bluevi01,Vida,Blue
8279,1,0.40030284458044996,1.9249525862682146,2.0320748806532043,3.4242426038705105,0.92,bocachi01,Hiram,Bocachica
8291,0,-0.4179481712564819,1.7395926592952753,1.3623320893597617,0.9267538922039247,0.17,boccajo01,John,Boccabella
8306,6,9.71653870883264,21.12303835652888,19.40403277915317,20.265279571031048,4.26,bochtbr01,Bruce,Bochte
8321,2,3.9746499268845557,4.918965246585802,4.718575845281633,4.394214237468116,2.26,bochybr01,Bruce,Bochy
8357,0,0.4574087633500322,0.0989698803012784,0.9474907315977097,2.0225325364689555,0.9,bodiepi01,Ping,Bodie
8364,7,10.140681911078072,18.981339395945184,18.151468095366862,21.53488176193245,4.52,boeckto01,Tony,Boeckel
8402,1,1.9211411048859242,3.4453200176111727,2.6408929436142765,2.2863798276665834,0.56,boescbr01,Brennan,Boesch
8472,2,1.684993110610229,8.692075549519167,8.451473983717797,12.608032056029979,2.34,boggswa01,Wade,Boggs
8502,1,0.5509240146811762,2.216691186295214,2.4746643135032667,2.373440441587989,0.5,bohnesa01,Sam,Bohne
8503,0,-0.2980865144845418,0.2337627350713367,0.32354918535010935,1.544123909620441,0.23,bohnesa01,Sam,Bohne
8583,1,0.7640297426664706,6.628997782849848,5.7923114336726735,4.5274182964194045,0.94,bollifr01,Frank,Bolling
8593,0,-1.992020704619556,0.32663515413614075,0.1559333812594046,1.351354696758281,0.1,bollimi01,Milt,Bolling
8659,28,31.147574904383546,52.91190317636503,52.012326566699,54.67095628947797,23.69,bondsba01,Barry,Bonds
8674,6,7.828226118830299,14.346414648108418,14.077152124216507,11.062942565136282,5.62,bondsbo01,Bobby,Bonds
8748,0,0.30643902154062125,1.0850516049072487,0.36878239165206583,0.7174506123619695,0.32,bonifem01,Emilio,Bonifacio
8770,5,6.832705158274054,11.90104648411699,12.281959047791265,11.143866840357857,5.71,bonilbo01,Bobby,Bonilla
8776,1,-0.7098215229495124,2.546043708390175,2.2449827228951342,3.039059416163041,0.49,bonilju01,Juan,Bonilla
8819,4,3.900005075758516,10.771351883557216,10.872690323251213,7.303683400651447,3.59,bonurze01,Zeke,Bonura
8820,3,5.918037364718967,8.155919916458174,10.282331481263292,12.642425414560336,3.69,bonurze01,Zeke,Bonura
8879,0,-3.827328020771034,3.0362414013264774,2.793763477123748,3.053528315307189,0.46,boonebo01,Bob,Boone
8894,7,8.790405417365363,17.2924432550745,18.668734829150086,15.163946018505325,8.18,boonebr01,Bret,Boone
8933,1,-0.043152534465428355,4.031020746950435,3.4177307748496952,3.596393901009164,0.63,boonera01,Ray,Boone
9013,2,5.833903765097015,3.6212875334374237,8.355043861342502,11.887214963714715,3.56,bordafr01,Frenchy,Bordagaray
9037,1,0.1650167702972971,3.0687366440610004,2.9244563656673437,3.370889787224031,0.73,bordepa01,Pat,Borders
9052,5,9.996305268310948,15.93052642632314,16.588147859237317,21.472805851304983,6.88,bordimi01,Mike,Bordick
9071,2,0.9007379034470664,6.721227076879708,5.6905644611617365,4.465325276883233,1.24,borgmgl01,Glenn,Borgmann
